,Year,School,Conf,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
303,2002,Saint Peter's,MAAC,4,24,65.1,77.8,-12.61,-4.14,-6.87,-9.87,-16.75
304,2002,Albany (NY),AEC,8,20,56.9,65.0,-8.14,-8.85,-17.10,0.11,-16.99
305,2002,Loyola (MD),MAAC,5,23,58.9,69.9,-11.00,-6.17,-14.66,-2.52,-17.17
306,2002,Stony Brook,AEC,6,22,60.9,71.1,-10.21,-8.03,-12.78,-5.46,-18.25
307,2002,Coppin State,MEAC,6,25,58.2,68.7,-10.55,-7.82,-16.17,-2.59,-18.75
308,2002,Morgan State,MEAC,3,25,65.4,77.0,-11.64,-7.69,-9.07,-10.26,-19.34
309,2002,Fairleigh Dickinson,NEC,4,25,71.5,80.8,-9.28,-10.28,-4.77,-14.79,-19.56
310,2002,Grambling,SWAC,9,19,78.1,86.7,-8.54,-9.91,-0.52,-19.24,-19.76
311,2002,Chicago State,Mid-Cont,2,26,63.1,81.3,-18.18,0.51,-8.86,-11.40,-20.25
312,2002,Texas Southern,SWAC,11,17,69.4,78.2,-8.82,-11.52,-9.93,-10.41,-20.34
313,2002,Southern,SWAC,7,20,73.9,83.3,-9.41,-12.56,-4.43,-17.55,-21.98
314,2002,Liberty,Big South,5,25,63.6,76.9,-13.33,-7.25,-9.34,-12.67,-22.01
315,2002,Long Island University,NEC,5,22,76.1,91.6,-15.48,-7.70,0.70,-23.89,-23.18
316,2002,Mount St. Mary's,NEC,3,24,60.7,75.9,-15.11,-8.85,-15.54,-8.42,-23.96
317,2002,Prairie View,SWAC,10,20,73.1,84.3,-11.23,-11.06,-7.16,-16.83,-23.99
318,2002,Nicholls State,Southland,2,25,59.3,78.3,-18.93,-4.39,-13.80,-10.60,-24.39
319,2002,Morris Brown,Ind,5,24,55.0,75.4,-20.41,-1.84,-15.90,-10.48,-26.38
320,2002,Arkansas-Pine Bluff,SWAC,2,26,66.1,84.9,-18.79,-8.69,-11.47,-16.01,-27.48
0,2003,Kansas,Big 12,30,8,82.7,66.9,15.79,10.53,16.06,8.94,25.00
1,2003,Arizona,Pac-10,28,4,85.2,70.7,14.47,8.95,18.20,5.22,23.42
2,2003,Kentucky,SEC (East),32,4,77.3,64.1,13.14,9.33,11.98,10.49,22.47
3,2003,Pittsburgh,Big East (West),28,5,74.9,59.2,15.70,5.79,7.46,14.04,21.49
4,2003,Maryland,ACC,21,10,79.7,66.7,13.00,7.56,13.93,6.62,20.56
5,2003,Duke,ACC,26,7,81.1,69.6,11.48,8.37,14.87,4.98,19.86
6,2003,Illinois,Big Ten,25,7,74.6,61.6,13.06,6.76,9.70,10.12,19.83
7,2003,Louisville,CUSA (American),25,7,81.6,68.7,12.97,6.84,17.19,2.62,19.81
8,2003,Syracuse,Big East (West),30,5,79.6,69.6,10.00,9.02,14.27,4.75,19.02
9,2003,Texas,Big 12,26,7,79.3,69.7,9.64,9.28,14.32,4.60,18.91
10,2003,Oklahoma,Big 12,27,7,70.4,60.0,10.32,8.53,5.03,13.83,18.86
11,2003,Florida,SEC (East),25,8,75.3,64.5,10.79,7.76,9.99,8.56,18.55
12,2003,Mississippi State,SEC (West),21,10,69.4,59.7,9.65,8.01,3.99,13.66,17.65
13,2003,Wisconsin,Big Ten,24,8,70.3,59.3,10.97,6.51,3.91,13.56,17.48
14,2003,Notre Dame,Big East (West),24,10,79.2,71.3,7.88,9.43,13.64,3.67,17.32
15,2003,Georgia,SEC (East),19,8,79.2,73.2,6.00,11.30,14.89,2.42,17.30
16,2003,Wake Forest,ACC,25,6,77.8,67.8,10.00,6.96,11.31,5.65,16.96
17,2003,Marquette,CUSA (American),27,6,78.5,69.5,9.00,7.28,12.30,3.98,16.28
18,2003,Michigan State,Big Ten,22,13,67.6,61.2,6.40,9.72,2.61,13.51,16.12
19,2003,Louisiana State,SEC (West),21,11,72.7,63.4,9.25,6.83,7.58,8.50,16.08
20,2003,Xavier,A-10 (West),26,6,77.6,66.1,11.47,4.62,10.02,6.06,16.08
21,2003,Purdue,Big Ten,19,11,71.9,65.3,6.53,9.42,8.00,7.96,15.95
22,2003,Connecticut,Big East (East),23,10,79.5,71.2,8.21,7.63,12.51,3.33,15.84
23,2003,Creighton,MVC,29,5,79.1,64.8,14.29,1.03,10.68,4.64,15.32
24,2003,Arizona State,Pac-10,20,12,77.0,70.5,6.47,9.27,9.79,5.22,15.02
25,2003,Missouri,Big 12,22,11,72.4,67.7,4.73,10.15,7.73,7.15,14.88
26,2003,Texas Tech,Big 12,22,13,72.7,66.1,6.51,8.29,6.87,7.93,14.81
27,2003,Oklahoma State,Big 12,22,10,69.5,62.6,6.88,8.46,3.38,11.24,14.62
28,2003,Saint Joseph's,A-10 (East),23,7,70.4,59.5,10.90,3.71,2.32,12.29,14.61
29,2003,Oregon,Pac-10,23,10,81.5,73.5,7.94,6.11,12.95,1.10,14.05
30,2003,Brigham Young,MWC,23,9,71.8,63.5,8.34,5.29,4.22,9.42,13.64
31,2003,Alabama,SEC (West),17,12,69.0,65.1,3.97,9.40,5.24,8.13,13.36
32,2003,Stanford,Pac-10,24,9,72.5,67.6,4.88,8.37,4.81,8.45,13.25
33,2003,Memphis,CUSA (National),23,7,74.4,66.4,7.97,5.27,7.76,5.47,13.23
34,2003,Cincinnati,CUSA (American),17,12,67.4,61.9,5.45,7.45,1.17,11.73,12.90
35,2003,Georgetown,Big East (West),19,15,76.0,69.4,6.59,6.27,9.23,3.63,12.86
36,2003,Colorado,Big 12,20,12,75.2,70.3,4.81,8.01,9.09,3.73,12.83
37,2003,Auburn,SEC (West),22,12,70.8,65.7,5.09,8.35,5.02,7.66,12.68
38,2003,Indiana,Big Ten,21,13,69.9,67.1,2.82,9.81,5.59,7.04,12.63
39,2003,Gonzaga,WCC,24,9,77.5,69.1,8.45,3.80,9.79,2.47,12.26
40,2003,Georgia Tech,ACC,16,15,74.1,69.8,4.26,7.94,7.77,4.43,12.20
41,2003,California,Pac-10,22,9,74.2,70.0,4.19,7.58,6.10,5.68,11.78
42,2003,NC State,ACC,18,13,72.5,68.3,4.19,7.57,5.77,5.99,11.76
43,2003,Providence,Big East (East),18,14,71.4,67.6,3.81,7.83,5.09,6.55,11.64
44,2003,North Carolina,ACC,19,16,72.1,71.2,0.91,10.31,6.54,4.68,11.22
45,2003,Dayton,A-10 (West),24,6,72.7,66.9,5.83,5.17,7.00,4.00,11.00
46,2003,Utah,MWC,25,8,66.4,60.3,6.06,5.25,-0.92,11.92,11.00
47,2003,Tulsa,WAC,23,10,73.4,65.3,8.12,2.29,4.69,5.72,10.41
48,2003,Boston College,Big East (East),19,12,79.4,76.4,3.06,7.24,13.22,-2.92,10.30
49,2003,Kansas State,Big 12,13,17,69.6,66.2,3.47,7.38,4.16,5.98,10.14
50,2003,Tennessee,SEC (East),17,12,68.3,66.3,2.00,7.88,2.51,7.37,9.88
51,2003,Iowa State,Big 12,17,14,70.5,66.2,4.35,6.05,2.95,6.87,9.82
52,2003,St. John's (NY),Big East (East),21,13,71.1,68.8,2.35,7.36,2.85,6.86,9.71
53,2003,Seton Hall,Big East (West),17,13,67.6,66.2,1.47,8.20,1.35,8.31,9.66
54,2003,Michigan,Big Ten,17,13,69.0,67.3,1.73,7.88,3.25,6.37,9.62
55,2003,Mississippi,SEC (West),14,15,66.7,63.7,3.00,6.25,2.24,7.02,9.25
56,2003,Butler,Horizon,27,6,67.5,60.2,7.36,2.24,-0.54,9.65,9.11
57,2003,Minnesota,Big Ten,19,14,73.6,71.2,2.39,6.72,8.24,0.87,9.11
58,2003,Villanova,Big East (East),15,16,71.8,70.2,1.55,7.57,5.89,3.23,9.11
59,2003,Nevada-Las Vegas,MWC,21,11,75.3,71.0,4.34,4.67,8.67,0.35,9.01
60,2003,Florida State,ACC,14,15,68.1,66.6,1.52,7.75,0.84,8.17,9.00
61,2003,DePaul,CUSA (American),16,13,67.2,64.9,2.34,6.49,0.84,8.00,8.83
62,2003,Southern Illinois,MVC,24,7,74.4,68.2,6.19,2.37,6.73,1.83,8.56
63,2003,UNC Wilmington,CAA,24,7,71.4,60.1,11.32,-2.80,1.09,7.44,8.52
64,2003,Iowa,Big Ten,17,14,69.1,66.5,2.61,5.83,3.89,4.55,8.44
65,2003,Pennsylvania,Ivy,22,6,69.9,60.0,9.89,-1.45,1.04,7.41,8.44
66,2003,Ohio State,Big Ten,17,15,64.2,64.7,-0.47,8.49,-0.45,8.47,8.03
67,2003,Louisiana,Sun Belt (West),20,10,77.5,69.5,8.03,1.24,6.55,1.37,7.92
68,2003,Milwaukee,Horizon,24,8,77.1,69.9,7.13,0.81,8.04,-0.33,7.71
69,2003,Western Kentucky,Sun Belt (East),24,9,73.6,66.5,7.15,1.40,3.91,3.80,7.71
70,2003,UAB,CUSA (National),21,13,77.6,72.9,4.79,3.89,10.34,-2.74,7.61
71,2003,Virginia,ACC,16,16,73.9,74.6,-0.66,8.64,6.71,0.80,7.51
72,2003,South Carolina,SEC (East),12,16,65.7,67.3,-1.57,8.97,-0.24,7.63,7.39
73,2003,Southern California,Pac-10,13,17,76.5,76.6,-0.07,7.29,9.26,-2.01,7.25
74,2003,Temple,A-10 (East),18,16,66.6,66.1,0.50,6.66,0.17,6.99,7.16
75,2003,Saint Louis,CUSA (American),16,14,60.7,60.7,-0.03,6.88,-5.85,12.69,6.84
76,2003,Central Michigan,MAC (West),25,7,79.8,73.3,6.47,1.79,9.09,-2.37,6.72
77,2003,Western Michigan,MAC (West),20,11,69.4,63.5,5.90,0.76,-1.30,7.97,6.67
78,2003,UCLA,Pac-10,10,19,75.2,78.6,-3.41,9.75,8.01,-1.68,6.33
79,2003,Richmond,A-10 (West),15,14,65.1,62.4,2.69,3.50,-3.79,9.98,6.19
80,2003,Illinois-Chicago,Horizon,21,9,75.0,68.7,6.23,-0.11,6.08,0.07,6.15
81,2003,Vanderbilt,SEC (East),11,18,68.9,72.1,-3.21,9.36,3.40,2.76,6.15
82,2003,Missouri State,MVC,17,12,66.6,61.4,5.14,0.92,-2.79,8.84,6.06
83,2003,Baylor,Big 12,14,14,69.0,68.4,0.61,5.44,2.21,3.84,6.05
84,2003,Miami (FL),Big East (East),11,17,69.9,68.7,1.14,4.91,1.90,4.15,6.05
85,2003,Tulane,CUSA (National),16,15,71.1,67.5,3.58,2.84,2.87,3.14,6.01
86,2003,Nevada,WAC,18,14,76.0,71.9,4.09,2.06,6.78,-0.79,6.00
87,2003,Texas A&M,Big 12,14,14,72.0,73.2,-1.25,7.23,5.72,0.26,5.98
88,2003,Detroit Mercy,Horizon,18,12,70.9,64.5,6.43,-0.09,1.24,4.64,5.87
89,2003,Manhattan,MAAC,23,7,75.8,68.0,7.77,-1.99,3.80,1.98,5.78
90,2003,Wyoming,MWC,21,11,73.2,70.8,2.44,3.50,6.21,-0.46,5.76
91,2003,St. Bonaventure,A-10 (East),13,14,79.5,78.1,1.37,4.38,12.31,-6.56,5.75
92,2003,Clemson,ACC,15,13,68.4,68.1,0.32,5.35,0.87,4.80,5.67
93,2003,Charlotte,CUSA (American),13,16,68.4,69.9,-1.45,6.95,2.42,3.08,5.50
94,2003,San Diego,WCC,18,12,75.5,71.4,4.07,2.74,5.27,0.19,5.47
95,2003,Colorado State,MWC,19,14,74.2,71.6,2.64,4.41,6.15,-0.77,5.38
96,2003,Fresno State,WAC,20,8,71.6,66.8,4.86,0.44,2.11,3.18,5.29
97,2003,Holy Cross,Patriot,26,5,70.3,58.7,11.58,-5.38,-1.53,6.79,5.26
98,2003,San Diego State,MWC,16,14,71.5,69.6,1.93,4.14,3.91,1.20,5.11
99,2003,Rutgers,Big East (West),12,16,67.6,69.0,-1.36,6.45,1.26,3.83,5.09
100,2003,Kent State,MAC (East),21,10,76.8,70.7,6.06,0.55,5.86,-0.84,5.02
101,2003,New Mexico State,Sun Belt (West),20,9,73.7,67.4,6.21,-0.91,3.05,1.64,4.69
102,2003,Arkansas,SEC (West),9,19,61.6,66.5,-4.89,9.57,-3.09,7.76,4.67
103,2003,Washington,Pac-10,10,17,72.4,75.0,-2.63,7.28,5.00,-0.35,4.65
104,2003,Weber State,Big Sky,26,6,74.5,67.6,6.91,-2.01,4.49,0.07,4.56
105,2003,Hawaii,WAC,19,12,70.3,67.4,2.97,1.56,0.35,4.18,4.53
106,2003,South Florida,CUSA (National),15,14,69.0,68.0,1.03,4.52,0.12,4.09,4.20
107,2003,Utah State,Big West,24,9,66.6,60.0,6.61,-1.43,-3.34,7.49,4.16
108,2003,West Virginia,Big East (West),14,15,66.8,69.6,-2.76,6.84,0.08,4.00,4.08
109,2003,Oregon State,Pac-10,13,15,68.0,68.4,-0.39,5.86,-0.64,4.50,3.86
110,2003,Valparaiso,Mid-Cont,20,11,70.8,65.8,4.97,-1.14,-0.21,4.05,3.83
111,2003,Rhode Island,A-10 (East),19,12,69.8,69.6,0.16,3.35,1.60,1.91,3.51
112,2003,Nebraska,Big 12,11,19,63.3,68.5,-5.13,9.21,-2.60,6.06,3.46
113,2003,Rice,WAC,19,10,74.4,69.6,4.83,0.89,4.65,-1.35,3.29
114,2003,UC Santa Barbara,Big West,18,14,64.6,60.3,4.22,-1.12,-5.01,8.11,3.10
115,2003,Troy,A-Sun (South),26,6,79.9,70.7,9.19,-4.80,5.67,-2.82,2.86
116,2003,George Washington,A-10 (West),12,17,71.4,71.9,-0.52,3.34,4.48,-1.66,2.82
117,2003,Virginia Commonwealth,CAA,18,10,74.0,68.0,6.07,-3.29,4.11,-1.33,2.78
118,2003,Siena,MAAC,21,11,74.8,70.4,4.47,-1.78,3.51,-0.82,2.69
119,2003,Eastern Washington,Big Sky,18,13,70.6,66.9,3.74,-0.80,0.65,1.88,2.53
120,2003,Murray State,OVC,17,12,75.7,69.0,6.62,-2.80,1.63,0.86,2.49
121,2003,Wichita State,MVC,18,12,71.9,70.5,1.40,0.99,3.79,-1.40,2.39
122,2003,Northwestern,Big Ten,12,17,62.6,65.7,-3.07,5.43,-4.02,6.39,2.36
123,2003,Virginia Tech,Big East (East),11,18,70.2,73.2,-3.03,5.34,2.61,-0.31,2.30
124,2003,George Mason,CAA,16,12,64.1,60.5,3.57,-1.31,-5.08,7.35,2.27
125,2003,San Francisco,WCC,15,14,69.6,68.5,1.10,1.43,0.09,1.99,2.07
126,2003,UC Irvine,Big West,20,9,70.0,64.0,5.93,-1.65,0.29,1.78,2.07
127,2003,Toledo,MAC (West),13,16,70.1,70.4,-0.31,1.96,0.69,1.27,1.96
128,2003,Saint Mary's (CA),WCC,15,15,66.7,64.1,2.57,0.84,-3.79,5.73,1.94
129,2003,Miami (OH),MAC (East),13,15,58.6,58.7,-0.07,2.87,-11.76,13.59,1.83
130,2003,East Carolina,CUSA (American),12,15,65.2,65.1,0.11,4.73,-3.15,4.96,1.81
131,2003,Southern Methodist,WAC,17,13,72.8,72.8,0.00,1.77,2.92,-1.16,1.77
132,2003,Air Force,MWC,12,16,57.3,57.0,0.25,1.46,-13.17,14.87,1.71
133,2003,Drexel,CAA,19,12,68.6,65.2,3.45,-1.45,-0.66,2.21,1.56
134,2003,Denver,Sun Belt (West),17,15,70.9,69.1,1.81,-0.28,0.68,0.86,1.53
135,2003,College of Charleston,Southern (South),25,8,74.6,67.7,6.91,-3.18,0.05,1.16,1.21
136,2003,Bradley,MVC,12,18,73.5,72.3,1.17,1.19,2.91,-1.78,1.12
137,2003,Boston University,AEC,20,11,67.7,63.2,4.52,-3.42,-3.22,4.32,1.10
138,2003,Middle Tennessee,Sun Belt (East),16,14,68.4,67.7,0.77,0.93,-0.92,1.92,1.00
139,2003,Northern Illinois,MAC (West),17,14,69.6,69.8,-0.19,1.11,-0.53,1.45,0.92
140,2003,Pepperdine,WCC,15,13,78.4,78.7,-0.32,1.79,10.00,-9.14,0.86
141,2003,Loyola (IL),Horizon,15,16,74.5,74.6,-0.16,0.97,5.42,-4.61,0.81
142,2003,Tennessee Tech,OVC,20,12,75.7,68.7,7.00,-2.96,0.61,0.16,0.77
143,2003,Southern Mississippi,CUSA (National),13,16,66.9,70.1,-3.24,3.85,-1.06,1.67,0.61
144,2003,South Alabama,Sun Belt (West),14,14,73.0,71.4,1.61,2.16,0.91,-0.39,0.52
145,2003,TCU,CUSA (National),9,19,76.6,80.4,-3.79,4.22,8.22,-7.78,0.44
146,2003,Chattanooga,Southern (South),21,9,81.2,74.0,7.13,-3.64,6.90,-6.50,0.40
147,2003,Princeton,Ivy,16,11,66.5,62.1,4.37,-2.60,-3.53,3.82,0.29
148,2003,Davidson,Southern (North),17,10,80.7,71.1,9.63,-2.25,3.45,-3.25,0.21
149,2003,Morehead State,OVC,20,9,81.2,73.4,7.79,-4.00,5.46,-5.31,0.15
150,2003,Oral Roberts,Mid-Cont,18,10,77.5,70.2,7.29,-5.73,2.53,-2.41,0.12
151,2003,Central Florida,A-Sun (South),21,11,71.6,65.8,5.88,-5.84,-2.12,2.19,0.07
152,2003,La Salle,A-10 (West),12,17,68.3,71.4,-3.10,3.16,0.27,-0.21,0.06
153,2003,Arkansas State,Sun Belt (East),13,15,74.0,68.5,5.50,-1.36,2.48,-2.53,-0.05
154,2003,Iona,MAAC,17,12,75.0,71.5,3.48,-3.59,2.07,-2.16,-0.09
155,2003,Old Dominion,CAA,12,15,66.6,64.6,2.04,-2.20,-2.78,2.62,-0.16
156,2003,New Orleans,Sun Belt (West),15,14,70.7,69.3,1.38,0.28,-0.68,0.46,-0.22
157,2003,Fairfield,MAAC,19,12,70.9,70.1,0.81,-1.06,-0.52,0.27,-0.25
158,2003,New Mexico,MWC,10,18,70.9,73.3,-2.32,4.06,2.69,-3.18,-0.49
159,2003,Ball State,MAC (West),13,17,73.3,76.0,-2.73,2.17,5.30,-5.86,-0.57
160,2003,Evansville,MVC,12,16,70.0,73.7,-3.68,2.97,3.19,-3.91,-0.71
161,2003,Marshall,MAC (East),14,15,73.3,72.2,1.07,-0.63,1.16,-1.90,-0.74
162,2003,Akron,MAC (East),14,14,78.6,77.0,1.64,-1.43,7.66,-8.46,-0.80
163,2003,Austin Peay,OVC,23,8,71.1,67.8,3.32,-1.98,-4.25,3.41,-0.84
164,2003,East Tennessee State,Southern (North),20,11,82.0,75.2,6.81,-2.94,6.53,-7.43,-0.90
165,2003,Little Rock,Sun Belt (East),18,12,70.8,70.4,0.47,-0.91,-0.10,-0.84,-0.94
166,2003,Ohio,MAC (East),14,16,71.3,74.7,-3.37,2.41,2.49,-3.45,-0.96
167,2003,Boise State,WAC,13,16,65.4,66.3,-0.93,0.07,-3.98,3.01,-0.97
168,2003,Pacific,Big West,12,16,65.9,66.0,-0.07,-0.95,-2.48,1.47,-1.02
169,2003,Yale,Ivy,14,13,69.3,66.1,3.22,-2.45,-0.56,-0.50,-1.06
170,2003,Delaware,CAA,15,14,68.6,68.3,0.31,-1.54,-0.25,-0.97,-1.22
171,2003,Stephen F. Austin,Southland,21,8,72.4,62.9,9.52,-7.98,-2.96,1.72,-1.24
172,2003,Vermont,AEC,21,12,68.9,64.0,4.97,-4.85,-4.67,3.36,-1.32
173,2003,American,Patriot,16,14,66.4,61.9,4.47,-5.85,-4.24,2.86,-1.38
174,2003,Louisiana Tech,WAC,12,15,68.7,70.9,-2.19,2.93,-0.23,-1.16,-1.39
175,2003,Washington State,Pac-10,7,20,70.6,78.8,-8.19,6.73,1.99,-3.45,-1.45
176,2003,Sam Houston State,Southland,23,7,72.8,65.0,7.80,-6.86,-1.13,-0.52,-1.65
177,2003,Appalachian State,Southern (North),19,10,83.9,79.6,4.31,-3.46,10.47,-12.40,-1.92
178,2003,Massachusetts,A-10 (East),11,18,61.7,66.5,-4.83,3.52,-5.86,3.88,-1.98
179,2003,Penn State,Big Ten,7,21,63.1,72.9,-9.79,7.71,-1.39,-0.69,-2.08
180,2003,Northern Iowa,MVC,11,17,65.4,67.7,-2.32,1.47,-2.89,0.80,-2.09
181,2003,Bowling Green State,MAC (West),13,16,67.7,69.4,-1.72,1.95,-3.66,1.46,-2.20
182,2003,Cal State Northridge,Big West,14,15,71.5,69.3,2.21,-2.20,0.47,-2.74,-2.27
183,2003,Belmont,A-Sun (North),17,12,72.7,70.0,2.72,-4.05,-0.41,-1.89,-2.30
184,2003,Brown,Ivy,17,12,73.9,72.7,1.28,-3.60,4.44,-6.77,-2.33
185,2003,Cal Poly,Big West,16,14,68.2,68.6,-0.37,-1.51,-1.02,-1.35,-2.37
186,2003,Oakland,Mid-Cont,17,11,78.8,74.4,4.39,-5.05,4.72,-7.11,-2.40
187,2003,IUPUI,Mid-Cont,20,14,71.3,70.8,0.50,-1.80,-0.46,-1.97,-2.43
188,2003,Niagara,MAAC,17,12,74.6,74.8,-0.24,-2.23,3.86,-6.33,-2.47
189,2003,Montana,Big Sky,13,17,69.0,70.9,-1.90,-0.71,0.10,-2.74,-2.64
190,2003,Houston,CUSA (National),8,20,58.3,66.2,-7.96,4.94,-9.78,6.76,-3.03
191,2003,Eastern Illinois,OVC,14,15,77.3,78.2,-0.93,-1.92,4.93,-8.10,-3.17
192,2003,Loyola Marymount,WCC,11,20,70.4,73.6,-3.23,0.04,-0.29,-2.94,-3.22
193,2003,Canisius,MAAC,10,18,70.3,71.1,-0.89,-2.34,-1.48,-1.76,-3.23
194,2003,Idaho State,Big Sky,15,14,71.2,70.6,0.62,-2.66,1.26,-4.51,-3.25
195,2003,Green Bay,Horizon,10,20,67.6,72.0,-4.33,0.69,-1.51,-1.80,-3.31
196,2003,Wagner,NEC,21,11,75.1,71.9,3.16,-6.48,0.73,-4.06,-3.32
197,2003,Illinois State,MVC,8,21,64.6,70.2,-5.59,2.17,-4.08,0.67,-3.41
198,2003,Northern Arizona,Big Sky,15,13,72.8,71.8,1.00,-3.25,-0.39,-3.24,-3.63
199,2003,Eastern Michigan,MAC (West),14,14,78.9,78.6,0.29,-0.91,6.94,-10.78,-3.84
200,2003,Mercer,A-Sun (South),23,6,78.3,72.6,5.76,-9.03,3.44,-7.32,-3.89
201,2003,Idaho,Big West,13,15,62.8,63.4,-0.61,-2.49,-7.49,3.34,-4.16
202,2003,Drake,MVC,10,20,67.2,70.2,-2.97,1.46,-4.64,0.35,-4.29
203,2003,Maine,AEC,14,16,73.5,69.4,4.10,-5.03,-1.94,-2.43,-4.37
204,2003,Duquesne,A-10 (West),9,21,66.7,73.4,-6.67,2.29,-1.40,-2.98,-4.38
205,2003,Texas State,Southland,17,12,72.6,67.3,5.24,-7.59,-0.24,-4.21,-4.44
206,2003,Portland,WCC,11,17,67.7,72.1,-4.43,1.07,-1.96,-2.60,-4.56
207,2003,Santa Clara,WCC,13,15,65.3,68.8,-3.50,-0.11,-6.05,1.46,-4.59
208,2003,Wright State,Horizon,10,18,68.1,72.4,-4.25,0.49,-2.24,-2.46,-4.70
209,2003,Montana State,Big Sky,11,16,64.9,65.5,-0.56,-2.27,-7.61,2.87,-4.75
210,2003,Binghamton,AEC,14,13,66.6,66.2,0.37,-5.13,-5.76,1.01,-4.76
211,2003,James Madison,CAA,13,17,67.2,68.5,-1.23,-2.45,-3.89,-0.87,-4.76
212,2003,Marist,MAAC,13,16,71.3,74.1,-2.79,-2.17,0.12,-5.08,-4.96
213,2003,Wofford,Southern (South),14,15,76.2,73.9,2.31,-1.83,1.70,-6.69,-4.99
214,2003,Northeastern,AEC,16,15,73.9,71.1,2.77,-4.81,0.48,-5.56,-5.09
215,2003,Rider,MAAC,12,16,67.0,68.6,-1.61,-3.60,-5.02,-0.18,-5.20
216,2003,Florida International,Sun Belt (East),8,21,60.5,64.4,-3.93,-0.19,-9.91,4.65,-5.26
217,2003,Hartford,AEC,16,13,65.8,64.0,1.76,-5.50,-6.41,0.94,-5.47
218,2003,Samford,A-Sun (North),13,15,64.0,65.5,-1.43,-3.86,-10.04,4.37,-5.67
219,2003,Jacksonville State,A-Sun (North),20,10,75.6,71.5,4.13,-7.23,0.25,-6.00,-5.75
220,2003,Harvard,Ivy,12,15,71.4,73.3,-1.89,-3.65,1.63,-7.43,-5.80
221,2003,Georgia State,A-Sun (North),14,15,74.0,73.7,0.28,-5.85,0.75,-6.85,-6.10
222,2003,UT Arlington,Southland,16,13,64.1,62.7,1.38,-6.17,-9.36,3.23,-6.13
223,2003,Lehigh,Patriot,16,12,65.3,63.5,1.79,-6.62,-5.87,-0.71,-6.59
224,2003,Bucknell,Patriot,14,15,58.2,58.8,-0.66,-4.97,-12.61,5.99,-6.61
225,2003,Cal State Fullerton,Big West,10,19,62.9,66.7,-3.72,-2.99,-7.81,1.10,-6.72
226,2003,Cleveland State,Horizon,8,22,65.6,73.2,-7.57,0.62,-4.56,-2.38,-6.95
227,2003,Indiana State,MVC,7,24,56.4,65.7,-9.32,2.37,-12.60,5.64,-6.96
228,2003,McNeese State,Southland,15,14,70.2,69.3,0.97,-5.44,-2.47,-4.52,-6.99
229,2003,North Texas,Sun Belt (West),7,21,70.2,77.8,-7.64,3.09,0.60,-7.86,-7.25
230,2003,Furman,Southern (South),14,17,66.0,66.2,-0.19,-3.15,-8.77,1.44,-7.33
231,2003,Saint Peter's,MAAC,10,19,73.5,78.1,-4.55,-2.97,2.02,-9.53,-7.52
232,2003,Winthrop,Big South,20,10,70.1,64.7,5.40,-10.58,-5.45,-2.28,-7.74
233,2003,Georgia Southern,Southern (South),16,13,76.8,76.1,0.66,-5.61,2.97,-10.73,-7.77
234,2003,Hampton,MEAC,19,11,71.5,68.8,2.67,-10.51,-3.15,-4.70,-7.85
235,2003,Quinnipiac,NEC,17,12,73.8,72.3,1.48,-8.56,-0.03,-7.85,-7.88
236,2003,Buffalo,MAC (East),5,23,64.8,72.2,-7.39,-0.56,-5.70,-2.26,-7.96
237,2003,Tennessee-Martin,OVC,14,14,76.5,76.3,0.29,-2.77,0.05,-8.08,-8.03
238,2003,Lafayette,Patriot,13,16,67.9,68.1,-0.24,-5.22,-2.78,-5.36,-8.14
239,2003,Central Connecticut State,NEC,15,13,67.5,67.1,0.43,-8.58,-8.14,-0.01,-8.15
240,2003,Colgate,Patriot,14,14,67.8,66.8,1.00,-6.46,-5.81,-2.54,-8.34
241,2003,Southeast Missouri State,OVC,11,19,71.6,75.1,-3.47,-3.18,-2.89,-5.47,-8.36
242,2003,Monmouth,NEC,15,13,66.0,67.1,-1.07,-7.48,-8.86,0.31,-8.55
243,2003,Hofstra,CAA,8,21,64.1,70.6,-6.52,-2.06,-5.53,-3.04,-8.57
244,2003,UNC Greensboro,Southern (North),7,22,70.4,75.6,-5.21,-2.78,-2.84,-5.76,-8.60
245,2003,Youngstown State,Horizon,9,20,62.5,68.7,-6.21,-0.76,-9.37,0.61,-8.76
246,2003,San Jose State,WAC,7,21,65.8,72.6,-6.86,0.23,-5.32,-3.49,-8.81
247,2003,St. Francis (NY),NEC,14,16,76.0,76.0,0.00,-8.82,1.71,-10.52,-8.82
248,2003,Mississippi Valley State,SWAC,15,14,76.9,74.8,2.03,-10.47,0.19,-9.22,-9.03
249,2003,Stony Brook,AEC,13,15,66.3,66.0,0.25,-5.89,-7.31,-1.77,-9.08
250,2003,South Carolina State,MEAC,20,11,72.2,71.3,0.94,-10.14,-1.39,-7.82,-9.20
251,2003,Lamar,Southland,13,14,65.6,66.0,-0.37,-8.11,-8.35,-0.87,-9.22
252,2003,Portland State,Big Sky,5,22,58.4,66.3,-7.89,-0.28,-13.33,4.01,-9.32
253,2003,William & Mary,CAA,12,16,64.3,68.5,-4.25,-5.07,-6.69,-2.64,-9.32
254,2003,UC Riverside,Big West,6,18,65.6,73.8,-8.13,-0.26,-3.04,-6.31,-9.34
255,2003,Southern Utah,Mid-Cont,11,17,67.8,70.6,-2.82,-3.60,-5.34,-4.06,-9.40
256,2003,Fordham,A-10 (East),2,26,64.6,78.1,-13.50,4.03,-2.43,-7.04,-9.47
